id;user_id;friend_id;status;created_at;updated_at
4af765e2-3185-4a30-a6c1-a157053f1b86;0573c22a-02ff-43db-9d51-e3001517d262;c79e4012-286f-4f96-ab68-fac865024e05;pending;2025-10-19 08:18:49.539326+00;2025-10-19 08:18:49.539326+00
