id;user_id;movie_id;content;created_at;updated_at
bdbaad98-b0db-4687-ad1a-44e4d4444351;c79e4012-286f-4f96-ab68-fac865024e05;550;лучщий;2025-10-18 13:08:05.075207+00;2025-10-18 13:08:05.075207+00
ee302c92-165c-4138-9f8c-d1d1b577cabf;c79e4012-286f-4f96-ab68-fac865024e05;120;НЕ ПОНРАВИЛОСЬ;2025-10-20 16:29:04.787072+00;2025-10-20 16:29:04.787072+00
