id;user_id;movie_id;status;rating;notes;created_at;updated_at
e5703308-5a14-49bd-8533-6c0d445fdb4d;c79e4012-286f-4f96-ab68-fac865024e05;550;completed;;;2025-10-18 13:07:53.210315+00;2025-10-18 13:07:53.210315+00
5aca6e66-8bbc-4c0d-a125-6d6ca3dd5948;c79e4012-286f-4f96-ab68-fac865024e05;497;completed;9.9;;2025-10-19 08:15:03.904067+00;2025-10-19 08:15:03.904067+00
d56493c3-0790-4f14-a874-2aab5740db60;c79e4012-286f-4f96-ab68-fac865024e05;122;completed;5.1;;2025-10-20 16:28:01.933067+00;2025-10-20 16:28:01.933067+00
2be40ba0-b2af-4642-b944-b6d300b36033;c79e4012-286f-4f96-ab68-fac865024e05;11324;completed;8.4;;2025-10-20 16:28:17.154414+00;2025-10-20 16:28:17.154414+00
453fcd9f-770d-420b-a774-2d1fbfe42caf;c79e4012-286f-4f96-ab68-fac865024e05;635302;completed;5.1;;2025-10-20 16:28:33.523841+00;2025-10-20 16:28:33.523841+00
ca73fc82-63e9-4f63-9962-b3fb6f63ef60;c79e4012-286f-4f96-ab68-fac865024e05;120;completed;5.2;;2025-10-20 16:28:50.161667+00;2025-10-20 16:28:50.161667+00
693a7626-7aa4-4d1e-923f-3b4dc8e1a529;c79e4012-286f-4f96-ab68-fac865024e05;378064;completed;7.4;;2025-10-20 16:29:19.460076+00;2025-10-20 16:29:19.460076+00
88c49ff7-4c55-4858-a1d7-3bc8ff2c2a3f;8260c59d-f4b1-4c6e-830e-28cf747e7194;278;completed;8.1;;2025-10-28 12:28:38.80181+00;2025-10-28 12:28:38.80181+00
abf6d0c1-427f-4be7-b0d5-d2fef02f416e;8260c59d-f4b1-4c6e-830e-28cf747e7194;45243;completed;8.5;;2025-10-28 12:32:16.246902+00;2025-10-28 12:32:16.246902+00
