id;follower_id;following_id;created_at
23b906bb-c2eb-4fe9-a33e-f763257b1bb6;0573c22a-02ff-43db-9d51-e3001517d262;c79e4012-286f-4f96-ab68-fac865024e05;2025-10-20 14:54:14.788139+00
53d0d711-d32f-46ab-b333-5dfe2615ee11;b2fe374f-703a-43bf-8a4c-eec206fecebc;c79e4012-286f-4f96-ab68-fac865024e05;2025-10-20 16:23:45.105613+00
